probe	gene_hg38	geneType	Composite Element REF	Beta_value	Gene_Symbol	Chromosome	Genomic_Coordinate	gene_hg19	hg19_in_hg38	hg38_in_hg19	different_gene_annotation
cg02275830	PTGR2;RP5-1021I20.4	protein_coding	cg02275830	0.0101252371883359	PTGR2	14	74318774	PTGR2	TRUE	FALSE	TRUE
cg02275989	SMPDL3A	protein_coding	cg02275989	0.011184101769664	SMPDL3A	6	123110863	SMPDL3A	TRUE	TRUE	FALSE
cg02276665	AC034243.1;CTNNA1	antisense;protein_coding	cg02276665	NA	CTNNA1	5	138088442	CTNNA1	TRUE	FALSE	TRUE
cg02276686	PSMC1	protein_coding	cg02276686	0.0191416658255243	PSMC1	14	90722856	PSMC1	TRUE	TRUE	FALSE
cg02276793	RP11-379K17.4;SEC62	antisense;protein_coding	cg02276793	0.0188514758211361	LOC100128164;SEC62	3	169685131	LOC100128164;SEC62	FALSE	FALSE	TRUE
cg02277509	KIAA0586;TIMM9	protein_coding	cg02277509	0.0227012642888231	KIAA0586;TIMM9	14	58893942	KIAA0586;TIMM9	TRUE	TRUE	FALSE
cg02278071	DUSP18;SLC35E4	protein_coding	cg02278071	0.0170352870944731	DUSP18	22	31063986	DUSP18	TRUE	FALSE	TRUE
cg02278165	COX7A2L	protein_coding	cg02278165	0.0130241825977603	COX7A2L	2	42588618	COX7A2L	TRUE	TRUE	FALSE
cg02279071	EPM2AIP1;MLH1	protein_coding	cg02279071	0.0141421222317643	MLH1;EPM2AIP1	3	37034154	EPM2AIP1;MLH1	TRUE	TRUE	FALSE
cg02280309	PKLR	protein_coding	cg02280309	0.504001448787794	PKLR	1	155270960	PKLR	TRUE	TRUE	FALSE
cg02282237	PRKCH;RP11-902B17.1	protein_coding;antisense	cg02282237	0.0158089633837974	PRKCH	14	61788862	PRKCH	TRUE	FALSE	TRUE
cg02283643	SULF1	protein_coding	cg02283643	0.232808852773837	SULF1	8	70378740	SULF1	TRUE	TRUE	FALSE
cg02284188	NA	.	cg02284188	0.615886638120164	NA	NA	0	NA	TRUE	TRUE	FALSE
cg02284889	C2CD3;PPME1	protein_coding	cg02284889	0.020048454431756	PPME1;C2CD3	11	73882276	C2CD3;PPME1	TRUE	TRUE	FALSE
cg02285477	POLR1D	protein_coding	cg02285477	0.0103227666106891	POLR1D;LNX2	13	28196059	LNX2;POLR1D	FALSE	TRUE	TRUE
cg02286642	ZNF254	protein_coding	cg02286642	0.669867706521707	ZNF254	19	24270073	ZNF254	TRUE	TRUE	FALSE
cg02286990	CCDC28B	protein_coding	cg02286990	0.0215488873381855	CCDC28B	1	32666098	CCDC28B	TRUE	TRUE	FALSE
cg02288165	SIGLEC1	protein_coding	cg02288165	NA	SIGLEC1	20	3687992	SIGLEC1	TRUE	TRUE	FALSE
cg02290509	TBL2	protein_coding	cg02290509	0.0114174200636216	TBL2	7	72992915	TBL2	TRUE	TRUE	FALSE
cg02292024	TIMM10	protein_coding	cg02292024	0.0257924934764137	TIMM10	11	57298349	TIMM10	TRUE	TRUE	FALSE
cg02293044	GAS2L1	protein_coding	cg02293044	0.186820491239044	GAS2L1	22	29703543	GAS2L1	TRUE	TRUE	FALSE
cg02296128	GTF2F2	protein_coding	cg02296128	0.0126417295126893	GTF2F2	13	45694882	GTF2F2	TRUE	TRUE	FALSE
cg02298008	RAB39B	protein_coding	cg02298008	0.256731957869992	NA	NA	0	NA	TRUE	FALSE	TRUE
cg02298570	ZNF555	protein_coding	cg02298570	NA	ZNF555	19	2840764	ZNF555	TRUE	TRUE	FALSE
cg02298612	CHST6;RP11-77K12.4	protein_coding;antisense	cg02298612	0.872486850140175	CHST6	16	75528459	CHST6	TRUE	FALSE	TRUE
cg02299279	UBL7;UBL7-AS1	protein_coding;antisense	cg02299279	0.00698238731071802	UBL7	15	74753787	UBL7	TRUE	FALSE	TRUE
cg02299653	LSM5	protein_coding	cg02299653	0.0167231132271734	NA	NA	0	NA	TRUE	FALSE	TRUE
cg02300906	FANCF;GAS2	protein_coding	cg02300906	0.0206552958230207	FANCF	11	22647486	FANCF	TRUE	FALSE	TRUE
cg02301754	TMOD4;VPS72	protein_coding	cg02301754	0.952475873798393	VPS72;TMOD4	1	151149370	TMOD4;VPS72	TRUE	TRUE	FALSE
cg02301815	AC217773.1;KANSL1	miRNA;protein_coding	cg02301815	0.972547872981258	KIAA1267	17	44249491	KIAA1267	FALSE	FALSE	TRUE
cg02303361	AP2S1	protein_coding	cg02303361	0.0158963509137881	AP2S1	19	47354240	AP2S1	TRUE	TRUE	FALSE
cg02304930	SERTAD4;SERTAD4-AS1	protein_coding;antisense	cg02304930	0.0355079900256043	SERTAD4;C1orf133	1	210405566	C1orf133;SERTAD4	FALSE	FALSE	TRUE
cg02305261	KCNG1	protein_coding	cg02305261	0.477328374235144	KCNG1	20	49638967	KCNG1	TRUE	TRUE	FALSE
cg02305723	RP11-385H1.1;SNRPN	TEC;protein_coding	cg02305723	0.883511415503171	SNRPN	15	25093456	SNRPN	TRUE	FALSE	TRUE
cg02307482	C12orf60;WBP11	protein_coding	cg02307482	0.0259949791196763	C12orf60;WBP11	12	14956006	C12orf60;WBP11	TRUE	TRUE	FALSE
cg02309273	INPP5B	protein_coding	cg02309273	0.556244154600274	INPP5B	1	38412744	INPP5B	TRUE	TRUE	FALSE
cg02309431	BPIFB6	protein_coding	cg02309431	0.876235393414696	BPIL3	20	31618931	BPIL3	FALSE	FALSE	TRUE
cg02309594	HCRTR1	protein_coding	cg02309594	0.812494834768398	HCRTR1	1	32084329	HCRTR1	TRUE	TRUE	FALSE
cg02310296	MMP9	protein_coding	cg02310296	0.105552140756381	MMP9	20	44637358	MMP9	TRUE	TRUE	FALSE
cg02311163	SEMG2	protein_coding	cg02311163	0.898824590228228	SEMG2	20	43850511	SEMG2	TRUE	TRUE	FALSE
cg02312170	WDR11;WDR11-AS1	protein_coding;antisense	cg02312170	0.0122144171099681	WDR11	10	122610835	WDR11	TRUE	FALSE	TRUE
cg02312751	TSSC4	protein_coding	cg02312751	NA	TSSC4	11	2422528	TSSC4	TRUE	TRUE	FALSE
cg02314308	COLGALT2	protein_coding	cg02314308	0.0915237274119699	GLT25D2	1	184006972	GLT25D2	FALSE	FALSE	TRUE
cg02316718	MIR5188;UBC	miRNA;protein_coding	cg02316718	0.0067882487175263	UBC	12	125399409	UBC	TRUE	FALSE	TRUE
cg02317742	ATOH8	protein_coding	cg02317742	0.0244682182288127	ATOH8	2	85981021	ATOH8	TRUE	TRUE	FALSE
cg02317907	ARL5AP3;DIRAS3;GNG12-AS1	processed_pseudogene;protein_coding;antisense	cg02317907	0.576632659198763	DIRAS3	1	68515788	DIRAS3	TRUE	FALSE	TRUE
cg02318426	NFKBIA	protein_coding	cg02318426	0.0433081158136492	NFKBIA	14	35873683	NFKBIA	TRUE	TRUE	FALSE
cg02318535	PPM1E	protein_coding	cg02318535	0.633771937288462	PPM1E	17	56832804	PPM1E	TRUE	TRUE	FALSE
cg02320454	GPR150	protein_coding	cg02320454	0.728101830053588	GPR150	5	94956017	GPR150	TRUE	TRUE	FALSE
cg02321871	RCBTB1	protein_coding	cg02321871	0.0282410412138721	RCBTB1	13	50159138	RCBTB1	TRUE	TRUE	FALSE
cg02322621	SYNGAP1;XXbac-BPG294E21.9;ZBTB9	protein_coding;antisense	cg02322621	0.0179316929932173	ZBTB9	6	33422403	ZBTB9	TRUE	FALSE	TRUE
cg02322989	LRP1B	protein_coding	cg02322989	0.140878265547859	LRP1B	2	142888598	LRP1B	TRUE	TRUE	FALSE
cg02323334	LINC00167;PRDM10	lincRNA;protein_coding	cg02323334	0.00976761731364514	NCRNA00167;PRDM10	11	129872621	NCRNA00167;PRDM10	FALSE	FALSE	TRUE
cg02324920	NEURL1;NEURL1-AS1	protein_coding;antisense	cg02324920	0.482385298035728	NEURL	10	105253152	NEURL	TRUE	FALSE	TRUE
cg02326006	ARHGEF9	protein_coding	cg02326006	0.0298672161995954	ARHGEF9	X	62974433	ARHGEF9	TRUE	TRUE	FALSE
cg02326931	ALG5;EXOSC8	protein_coding	cg02326931	0.0176586504734664	ALG5	13	37572901	ALG5	TRUE	FALSE	TRUE
cg02327719	AUNIP;RP1-125I3.2	protein_coding;antisense	cg02327719	0.153925724490523	C1orf135	1	26185386	C1orf135	FALSE	FALSE	TRUE
cg02329886	HDC	protein_coding	cg02329886	0.934373547822905	HDC	15	50557917	HDC	TRUE	TRUE	FALSE
cg02330106	MGMT	protein_coding	cg02330106	0.810834691657557	MGMT	10	131264840	MGMT	TRUE	TRUE	FALSE
cg02331561	ABCA17P;ABCA3	unitary_pseudogene;protein_coding	cg02331561	0.0472250001066512	ABCA17P;ABCA3	16	2391081	ABCA17P;ABCA3	TRUE	TRUE	FALSE
cg02332073	TSGA13	protein_coding	cg02332073	NA	TSGA13	7	130372419	TSGA13	TRUE	TRUE	FALSE
cg02332492	C8G;RABL6	protein_coding	cg02332492	0.724762689685388	C8G	9	139840678	C8G	TRUE	FALSE	TRUE
cg02332525	GRM7	protein_coding	cg02332525	0.595954058280909	GRM7	3	6903153	GRM7	TRUE	TRUE	FALSE
cg02332537	RTP3	protein_coding	cg02332537	0.615690768299782	RTP3	3	46540019	RTP3	TRUE	TRUE	FALSE
cg02334775	ISG20	protein_coding	cg02334775	0.153133249133951	ISG20	15	89182676	ISG20	TRUE	TRUE	FALSE
cg02335441	ASTE1;NEK11	protein_coding	cg02335441	0.0125001295793769	NEK11;ASTE1	3	130745948	ASTE1;NEK11	TRUE	TRUE	FALSE
cg02335804	HNF1B	protein_coding	cg02335804	0.020505832416885	HNF1B	17	36105239	HNF1B	TRUE	TRUE	FALSE
cg02336128	DCK;MOB1B	protein_coding	cg02336128	0.0082765231632936	DCK	4	71859030	DCK	TRUE	FALSE	TRUE
cg02337166	NR1D1	protein_coding	cg02337166	0.0363067277881565	NR1D1	17	38257303	NR1D1	TRUE	TRUE	FALSE
cg02337447	ADPRM;SCO1	protein_coding	cg02337447	0.274320879055858	NA	NA	0	NA	TRUE	FALSE	TRUE
cg02342494	METTL20	protein_coding	cg02342494	0.0515069978991176	C12orf72	12	31812046	C12orf72	FALSE	FALSE	TRUE
cg02344078	STK4;STK4-AS1	protein_coding;lincRNA	cg02344078	0.0137001315255233	STK4	20	43595235	STK4	TRUE	FALSE	TRUE
cg02344201	ELL	protein_coding	cg02344201	0.0144723833763556	ELL	19	18632488	ELL	TRUE	TRUE	FALSE
cg02344238	FRMD8	protein_coding	cg02344238	0.0158992788668064	FRMD8	11	65153777	FRMD8	TRUE	TRUE	FALSE
cg02345317	NLGN3	protein_coding	cg02345317	0.633880833610041	NLGN3	X	70364543	NLGN3	TRUE	TRUE	FALSE
cg02347114	C2orf15;LYG2	protein_coding	cg02347114	0.935741350502695	NA	NA	0	NA	TRUE	FALSE	TRUE
cg02347487	NLRP14	protein_coding	cg02347487	NA	NLRP14	11	7059103	NLRP14	TRUE	TRUE	FALSE
cg02351381	FAM222A;FAM222A-AS1	protein_coding;antisense	cg02351381	0.575794876221852	MGC14436;C12orf34	12	110172346	C12orf34;MGC14436	FALSE	FALSE	TRUE
cg02352653	SMAD5;SMAD5-AS1;SMAD5-AS1_2;SMAD5-AS1_3;SMAD5-AS1_4	protein_coding;antisense;misc_RNA	cg02352653	0.0245861765093541	SMAD5;SMAD5OS	5	135469115	SMAD5;SMAD5OS	FALSE	FALSE	TRUE
cg02357714	DOK3	protein_coding	cg02357714	0.523123685737785	DOK3	5	176936563	DOK3	TRUE	TRUE	FALSE
cg02357725	CTD-2026K11.4;IMP3	antisense;protein_coding	cg02357725	0.0173422695591128	IMP3	15	75932598	IMP3	TRUE	FALSE	TRUE
cg02358761	STK17B	protein_coding	cg02358761	0.0276211541238298	STK17B	2	197036780	STK17B	TRUE	TRUE	FALSE
cg02358804	ZNF146;ZNF565	protein_coding	cg02358804	0.952234790662709	ZNF146	19	36719212	ZNF146	TRUE	FALSE	TRUE
cg02360616	FAM129A	protein_coding	cg02360616	0.00992621152410597	FAM129A	1	184943055	FAM129A	TRUE	TRUE	FALSE
cg02360776	ZBTB3	protein_coding	cg02360776	0.0235280683328575	ZBTB3	11	62521582	ZBTB3	TRUE	TRUE	FALSE
cg02360836	SMARCD2	protein_coding	cg02360836	0.0151137561773451	SMARCD2	17	61920188	SMARCD2	TRUE	TRUE	FALSE
cg02361363	KDM4A-AS1;ST3GAL3	antisense;protein_coding	cg02361363	0.011849798352348	ST3GAL3	1	44173578	ST3GAL3	TRUE	FALSE	TRUE
cg02361557	NTNG1	protein_coding	cg02361557	0.385266413834644	NTNG1	1	107682963	NTNG1	TRUE	TRUE	FALSE
cg02364038	PTBP1	protein_coding	cg02364038	0.0172337791545152	PTBP1	19	797109	PTBP1	TRUE	TRUE	FALSE
cg02364642	ARHGEF25	protein_coding	cg02364642	0.534871325220997	GEFT	12	58005758	GEFT	FALSE	FALSE	TRUE
cg02366059	TMEM241	protein_coding	cg02366059	0.0868966662644679	C18orf45	18	21017616	C18orf45	FALSE	FALSE	TRUE
cg02367472	SLU7	protein_coding	cg02367472	0.0246728581627731	SLU7	5	159845898	SLU7	TRUE	TRUE	FALSE
cg02367951	NA	.	cg02367951	0.433062503780907	NA	NA	0	NA	TRUE	TRUE	FALSE
cg02372712	ZNF467	protein_coding	cg02372712	0.201090313637424	ZNF467	7	149470295	ZNF467	TRUE	TRUE	FALSE
cg02374486	PRF1	protein_coding	cg02374486	0.675807755181049	PRF1	10	72362809	PRF1	TRUE	TRUE	FALSE
cg02376163	FBXO38;RP11-373N22.3	protein_coding;antisense	cg02376163	0.0410265320288252	FBXO38	5	147763224	FBXO38	TRUE	FALSE	TRUE
cg02376703	EPHA1;EPHA1-AS1	protein_coding;antisense	cg02376703	0.0185932355638768	EPHA1	7	143106130	EPHA1	TRUE	FALSE	TRUE
cg02377083	ACKR2;KRBOX1;RP11-136C24.3;RP11-141M3.6;RP11-70C1.3	protein_coding;processed_transcript;antisense	cg02377083	NA	CCBP2	3	42851019	CCBP2	FALSE	FALSE	TRUE
cg02381948	MGMT	protein_coding	cg02381948	0.953886601907369	MGMT	10	131355112	MGMT	TRUE	TRUE	FALSE
cg02382666	CALD1	protein_coding	cg02382666	0.814322625372137	CALD1	7	134463454	CALD1	TRUE	TRUE	FALSE
cg02385474	PCNXL2	protein_coding	cg02385474	0.723689170177445	PCNXL2	1	233394797	PCNXL2	TRUE	TRUE	FALSE
cg02385791	ZNF569;ZNF570	protein_coding	cg02385791	0.0987395167790318	ZNF570	19	37960542	ZNF570	TRUE	FALSE	TRUE
cg02387613	TFP1;TOPBP1	transcribed_unprocessed_pseudogene;protein_coding	cg02387613	0.010677137797553	TOPBP1	3	133380479	TOPBP1	TRUE	FALSE	TRUE
cg02387679	IQGAP2	protein_coding	cg02387679	0.0207943865653397	IQGAP2	5	75699865	IQGAP2	TRUE	TRUE	FALSE
cg02387854	ALYREF;ANAPC11	protein_coding	cg02387854	0.00511458847769313	ANAPC11;THOC4	17	79849442	ANAPC11;THOC4	FALSE	FALSE	TRUE
cg02388150	SFRP1	protein_coding	cg02388150	0.596073457569571	SFRP1	8	41165699	SFRP1	TRUE	TRUE	FALSE
cg02391387	IMMP2L	protein_coding	cg02391387	0.0123873540733832	IMMP2L	7	111202222	IMMP2L	TRUE	TRUE	FALSE
cg02393447	PIF1	protein_coding	cg02393447	NA	PIF1	15	65117607	PIF1	TRUE	TRUE	FALSE
cg02397514	HES4;ISG15	protein_coding	cg02397514	0.25408585270625	HES4	1	935139	HES4	TRUE	FALSE	TRUE
cg02397720	NA	.	cg02397720	0.270375270148701	NA	2	238512407	NA	TRUE	TRUE	FALSE
cg02398725	CREBZF	protein_coding	cg02398725	0.034257923906967	CREBZF	11	85376233	CREBZF	TRUE	TRUE	FALSE
cg02399449	CLDN12;CTB-13L3.1	protein_coding;processed_transcript	cg02399449	0.0410112227673215	CLDN12	7	90032850	CLDN12	TRUE	FALSE	TRUE
cg02399455	AC003991.3;SRI	antisense;protein_coding	cg02399455	0.508450202254445	SRI	7	87855714	SRI	TRUE	FALSE	TRUE
cg02400248	CDKN2B;CDKN2B-AS1;RP11-145E5.5	protein_coding;antisense	cg02400248	0.0103849200412634	CDKN2B;CDKN2BAS	9	22009355	CDKN2B;CDKN2BAS	FALSE	FALSE	TRUE
cg02401149	CRYBB3	protein_coding	cg02401149	NA	CRYBB3	22	25595409	CRYBB3	TRUE	TRUE	FALSE
cg02401978	ZNF746	protein_coding	cg02401978	0.64718701542067	ZNF746	7	149195465	ZNF746	TRUE	TRUE	FALSE
cg02403232	CHFR;GOLGA3	protein_coding	cg02403232	0.0132744189264929	GOLGA3	12	133405120	GOLGA3	TRUE	FALSE	TRUE
cg02404636	DRG1;EIF4ENIF1;SFI1	protein_coding	cg02404636	0.0574757685526413	SFI1	22	31891804	SFI1	TRUE	FALSE	TRUE
cg02404843	GPRIN1	protein_coding	cg02404843	0.00921651582019998	GPRIN1	5	176037404	GPRIN1	TRUE	TRUE	FALSE
cg02407785	PCDH9	protein_coding	cg02407785	0.471083718050742	PCDH9	13	67804285	PCDH9	TRUE	TRUE	FALSE
cg02409282	ULBP1	protein_coding	cg02409282	0.0236950186907744	NA	NA	0	NA	TRUE	FALSE	TRUE
cg02409351	ALX1	protein_coding	cg02409351	0.533516511582788	ALX1	12	85674022	ALX1	TRUE	TRUE	FALSE
cg02412050	MAPK14	protein_coding	cg02412050	0.0172749764340656	MAPK14	6	35995429	MAPK14	TRUE	TRUE	FALSE
cg02413850	RP11-394O2.3;SLC35C2	antisense;protein_coding	cg02413850	0.213474097610123	SLC35C2	20	44993235	SLC35C2	TRUE	FALSE	TRUE
cg02415431	IGLL1;KB-208E9.1	protein_coding;lincRNA	cg02415431	NA	IGLL1	22	23923255	IGLL1	TRUE	FALSE	TRUE
cg02416716	ZNF215	protein_coding	cg02416716	0.0589307689367674	ZNF215	11	6948024	ZNF215	TRUE	TRUE	FALSE
cg02417264	RAMP3	protein_coding	cg02417264	0.703284071583825	RAMP3	7	45197727	RAMP3	TRUE	TRUE	FALSE
cg02417408	PPM1M	protein_coding	cg02417408	0.593297396201207	PPM1M	3	52280688	PPM1M	TRUE	TRUE	FALSE
cg02420102	C11orf65	protein_coding	cg02420102	0.0162698054818142	C11orf65	11	108338162	C11orf65	TRUE	TRUE	FALSE
cg02421543	DR1;RP4-717I23.3	protein_coding;processed_transcript	cg02421543	0.0349641445963079	DR1	1	93810826	DR1	TRUE	FALSE	TRUE
cg02422627	MED30	protein_coding	cg02422627	0.0405805159288131	MED30	8	118533004	MED30	TRUE	TRUE	FALSE
cg02422694	HOXB-AS3;HOXB3;HOXB4	antisense;protein_coding	cg02422694	0.450098188144169	HOXB4	17	46655790	HOXB4	TRUE	FALSE	TRUE
cg02423618	SPATA8;SPATA8-AS1	protein_coding;antisense	cg02423618	0.378831136029303	SPATA8	15	97325725	SPATA8	TRUE	FALSE	TRUE
cg02425732	RRBP1	protein_coding	cg02425732	0.0117107216653823	RRBP1	20	17662212	RRBP1	TRUE	TRUE	FALSE
cg02426410	AASDH;RP11-646I6.5	protein_coding;lincRNA	cg02426410	0.0110187198070886	AASDH	4	57253603	AASDH	TRUE	FALSE	TRUE
cg02428100	KEAP1	protein_coding	cg02428100	0.0113513587903333	KEAP1	19	10614022	KEAP1	TRUE	TRUE	FALSE
cg02430692	PEX5L	protein_coding	cg02430692	0.380735684227002	PEX5L	3	179754239	PEX5L	TRUE	TRUE	FALSE
cg02431687	NAIF1	protein_coding	cg02431687	NA	NAIF1	9	130828652	NAIF1	TRUE	TRUE	FALSE
cg02431964	MARCO	protein_coding	cg02431964	0.945720522692228	MARCO	2	119700029	MARCO	TRUE	TRUE	FALSE
cg02432101	KATNAL2;TCEB3C;TCEB3CL	protein_coding	cg02432101	NA	TCEB3CL;TCEB3C;KATNAL2	18	44557635	KATNAL2;TCEB3C;TCEB3CL	TRUE	TRUE	FALSE
cg02433671	RGL3	protein_coding	cg02433671	0.338124065402258	RGL3	19	11529856	RGL3	TRUE	TRUE	FALSE
cg02433905	ATP6V1A;NAA50	protein_coding	cg02433905	0.0817266322893779	ATP6V1A;NAA50	3	113465485	ATP6V1A;NAA50	TRUE	TRUE	FALSE
cg02435593	CHMP4B;ZNF341-AS1	protein_coding;antisense	cg02435593	0.215549119708181	CHMP4B	20	32399369	CHMP4B	TRUE	FALSE	TRUE
cg02436686	GMFG	protein_coding	cg02436686	0.45981485037334	GMFG	19	39826150	GMFG	TRUE	TRUE	FALSE
cg02437376	VDAC2	protein_coding	cg02437376	0.0137880554186152	VDAC2	10	76969880	VDAC2	TRUE	TRUE	FALSE
cg02440177	ZNF702P	transcribed_processed_pseudogene	cg02440177	0.644750912805346	ZNF702P	19	53496695	ZNF702P	TRUE	TRUE	FALSE
cg02441647	COL8A1	protein_coding	cg02441647	NA	COL8A1;MIR548G	3	99357499	COL8A1;MIR548G	FALSE	TRUE	TRUE
cg02441831	SYVN1	protein_coding	cg02441831	0.0262590940816463	SYVN1	11	64901569	SYVN1	TRUE	TRUE	FALSE
cg02442161	PI3	protein_coding	cg02442161	0.462751999042952	NA	NA	0	NA	TRUE	FALSE	TRUE
cg02443089	AL139099.2;AL139099.3;RN7SL1;RPS29	miRNA;misc_RNA;non_coding;protein_coding	cg02443089	0.0414458650049041	RPS29	14	50052765	RPS29	TRUE	FALSE	TRUE
cg02447314	POLI;RP11-850A17.1	protein_coding;antisense	cg02447314	0.0132604952558241	POLI	18	51796331	POLI	TRUE	FALSE	TRUE
cg02449608	C19orf18	protein_coding	cg02449608	0.788205703371289	C19orf18	19	58486600	C19orf18	TRUE	TRUE	FALSE
cg02449978	CDC25A	protein_coding	cg02449978	0.0105099942575067	CDC25A	3	48230167	CDC25A	TRUE	TRUE	FALSE
cg02450959	THAP1	protein_coding	cg02450959	0.0169461515436774	THAP1	8	42698393	THAP1	TRUE	TRUE	FALSE
cg02451362	MAFG;MAFG-AS1	protein_coding;antisense	cg02451362	0.0109599053586218	LOC92659;MAFG	17	79885650	LOC92659;MAFG	FALSE	FALSE	TRUE
cg02451670	DTL;INTS7	protein_coding	cg02451670	0.26345850640023	INTS7;DTL	1	212207806	DTL;INTS7	TRUE	TRUE	FALSE
cg02452985	BCL11B	protein_coding	cg02452985	0.107677923099055	BCL11B	14	99737548	BCL11B	TRUE	TRUE	FALSE
cg02453591	FARSB	protein_coding	cg02453591	NA	FARSB	2	223521088	FARSB	TRUE	TRUE	FALSE
cg02453653	INTS5;RP11-831H9.11	protein_coding	cg02453653	0.0136107973497465	INTS5	11	62420979	INTS5	TRUE	FALSE	TRUE
cg02456292	TMEM145	protein_coding	cg02456292	0.0795028541556534	TMEM145	19	42817262	TMEM145	TRUE	TRUE	FALSE
cg02457752	CDR1	protein_coding	cg02457752	0.918107855098918	CDR1	X	139868078	CDR1	TRUE	TRUE	FALSE
cg02460120	FAM19A2;MIR6125;USP15	protein_coding;miRNA	cg02460120	0.0189168528486949	USP15	12	62653836	USP15	TRUE	FALSE	TRUE
cg02460349	RRBP1	protein_coding	cg02460349	0.00933193804599446	RRBP1	20	17663383	RRBP1	TRUE	TRUE	FALSE
cg02470959	SFSWAP	protein_coding	cg02470959	0.110634667822613	SFRS8	12	132196036	SFRS8	FALSE	FALSE	TRUE
cg02471507	CHMP4C;ZFAND1	protein_coding	cg02471507	0.00886441723477682	CHMP4C	8	82644747	CHMP4C	TRUE	FALSE	TRUE
cg02473123	CD7	protein_coding	cg02473123	0.889857015276525	CD7	17	80274776	CD7	TRUE	TRUE	FALSE
cg02475653	ATP2C2	protein_coding	cg02475653	NA	ATP2C2	16	84437661	ATP2C2	TRUE	TRUE	FALSE
cg02477931	C11orf39;NTM	lincRNA;protein_coding	cg02477931	0.89688267058428806	NTM	11	131532721	NTM	TRUE	FALSE	TRUE
cg02479196	AC009961.3;MARCH7	lincRNA;protein_coding	cg02479196	0.0102145523217158	MARCH7	2	160569048	MARCH7	TRUE	FALSE	TRUE
cg02479575	MIR7-3;MIR7-3HG	miRNA;lincRNA	cg02479575	0.0423652818539344	MIR7-3;C19orf30	19	4769653	C19orf30;MIR7-3	FALSE	FALSE	TRUE
cg02480835	NUPL2	protein_coding	cg02480835	0.0246087651048345	NUPL2	7	23221354	NUPL2	TRUE	TRUE	FALSE
cg02486845	AKIRIN2	protein_coding	cg02486845	0.0164144888842418	NCRNA00120;AKIRIN2	6	88411799	AKIRIN2;NCRNA00120	FALSE	TRUE	TRUE
cg02488871	VIL1	protein_coding	cg02488871	0.840665992261261	VIL1	2	219288203	VIL1	TRUE	TRUE	FALSE
cg02489552	CCDC105;SLC1A6	protein_coding	cg02489552	0.59860639772282	CCDC105	19	15121531	CCDC105	TRUE	FALSE	TRUE
cg02490034	MEST;MESTIT1_1	protein_coding;misc_RNA	cg02490034	0.245464190285484	MEST	7	130125836	MEST	TRUE	FALSE	TRUE
cg02491012	RP11-264B17.3;RP11-264B17.4;SPNS1	processed_transcript;antisense;protein_coding	cg02491012	0.0256032346210501	NA	NA	0	NA	TRUE	FALSE	TRUE
cg02491878	ATP6V0A4;TMEM213	protein_coding	cg02491878	0.502337810513924	ATP6V0A4;TMEM213	7	138482580	ATP6V0A4;TMEM213	TRUE	TRUE	FALSE
cg02492740	UBQLN2	protein_coding	cg02492740	0.0617476400727534	UBQLN2	X	56590362	UBQLN2	TRUE	TRUE	FALSE
cg02493771	KRTAP13-2	protein_coding	cg02493771	0.227266413607164	KRTAP13-2	21	31744328	KRTAP13-2	TRUE	TRUE	FALSE
cg02494117	CIZ1;DNM1	protein_coding	cg02494117	0.0404391250996158	DNM1;CIZ1	9	130965474	CIZ1;DNM1	TRUE	TRUE	FALSE
cg02496295	ADD1	protein_coding	cg02496295	0.0113504935002897	ADD1	4	2846155	ADD1	TRUE	TRUE	FALSE
cg02497175	NLK	protein_coding	cg02497175	0.0174995502029971	NLK	17	26368598	NLK	TRUE	TRUE	FALSE
cg02497428	IGSF6;METTL9	protein_coding	cg02497428	NA	METTL9;IGSF6	16	21665138	IGSF6;METTL9	TRUE	TRUE	FALSE
cg02497700	ZBTB18	protein_coding	cg02497700	0.052498658173673	ZNF238	1	244213358	ZNF238	FALSE	FALSE	TRUE
cg02497758	MAFB	protein_coding	cg02497758	0.74628832081541	MAFB	20	39317194	MAFB	TRUE	TRUE	FALSE
cg02498063	CCDC60	protein_coding	cg02498063	0.339667719908222	CCDC60	12	119772577	CCDC60	TRUE	TRUE	FALSE
cg02499249	RARB	protein_coding	cg02499249	0.0675272073900438	RARB	3	25469720	RARB	TRUE	TRUE	FALSE
cg02500392	KIAA1244;PBOV1	protein_coding	cg02500392	0.850068345605111	PBOV1;KIAA1244	6	138539372	KIAA1244;PBOV1	TRUE	TRUE	FALSE
cg02501779	CBLN4	protein_coding	cg02501779	0.510912782656819	CBLN4	20	54579355	CBLN4	TRUE	TRUE	FALSE
cg02501984	POLE;PXMP2;RP13-672B3.2	protein_coding	cg02501984	0.0114098270521422	POLE;PXMP2	12	133263946	POLE;PXMP2	TRUE	FALSE	TRUE
cg02502132	LRP8;RP4-784A16.5	protein_coding;lincRNA	cg02502132	NA	LRP8	1	53792939	LRP8	TRUE	FALSE	TRUE
cg02503850	ADAMTS14	protein_coding	cg02503850	0.580620648746699	ADAMTS14	10	72432552	ADAMTS14	TRUE	TRUE	FALSE
cg02503970	RP11-629O1.2;ST3GAL1	lincRNA;protein_coding	cg02503970	0.0180031483880827	ST3GAL1	8	134584145	ST3GAL1	TRUE	FALSE	TRUE
cg02504280	CSAG1;CSAG4;MAGEA12	protein_coding;transcribed_unprocessed_pseudogene	cg02504280	0.488214683415035	CSAG1;MAGEA12	X	151904507	CSAG1;MAGEA12	TRUE	FALSE	TRUE
