Hybridization REF	TCGA-AA-A004-01A-01D-A00B-05	TCGA-AA-A004-01A-01D-A00B-05	TCGA-AA-A004-01A-01D-A00B-05	TCGA-AA-A004-01A-01D-A00B-05
cg06914598	0.591415884069564	NA	NA	0
cg06915165	0.0175750547771132	GABARAPL1	12	10364933
cg06917325	0.681908376295391	SLC22A8	11	62783123
cg06918467	0.424788047276498	OLIG3	6	137815539
cg06919067	NA	NSMCE1	16	27268727
cg06919203	0.411642960759796	GFRA4	20	3644151
cg06919956	0.0149277544620248	PNPLA7;MRPL41	9	140445760
cg06921282	0.0324390242719372	HRAS;LRRC56	11	536299
cg06922130	0.0283482750572591	KIF2C	1	45205796
cg06926735	NA	UBE2V1;TMEM189-UBE2V1	20	48732667
cg06927864	0.277476768223187	IL1RAPL1	X	28604661
cg06930095	0.0299661216925177	SEC11A	15	85259484
cg06933072	NA	ADCY10	1	167882951
cg06933965	0.377213184810859	CMKLR1	12	108732994
cg06937608	0.663683964841091	NA	NA	0
cg06938406	0.0413830459555377	COX6A1	12	120875584
cg06938878	0.941703757142385	CALCB	11	15094364
cg06940107	0.324203429959361	NA	NA	0
cg06940574	0.957409460987538	ICMT	1	6297128
cg06940792	0.49361146021154	MEGF10	5	126626557
cg06941093	0.850652566816781	GLIS1	1	54199696
cg06942110	0.406169525987296	INTS1	7	1545385
cg06942445	0.627394178774645	TRO	X	54947373
cg06942536	0.500175812036524	NA	NA	0
cg06943865	0.908671794349458	PEG10	7	94293780
cg06944050	0.144165846639326	LONRF3	X	118109068
cg06945625	NA	SERPINB6	6	2972184
cg06946880	0.617915363831564	ATP6V1B1	2	71163123
cg06948294	0.0218680422070415	STXBP6	14	25518624
cg06948408	0.034639134600207	TMEM125	1	43736600
cg06948937	0.785447791378274	CDK18	1	205473404
cg06949789	0.0136076784868678	NKIRAS1;RPL15	3	23958708
cg06950730	NA	TAGLN	11	117069479
cg06952117	0.00910366348431398	NAB1	2	191514435
cg06952236	0.0284165016644045	RASGRP1	15	38856341
cg06952310	0.604410993945098	NCAN	19	19327990
cg06953304	0.0930788300553798	NKTR	3	42641690
cg06953768	0.0627374830418936	C5orf24	5	134181484
cg06953995	0.0185978186611011	PALM2;PALM2-AKAP2	9	112542779
cg06954481	0.263649287357585	GBX2	2	237076497
cg06956273	NA	GNAT2	1	110155623
cg06956646	0.0175098544319837	SOS2	14	50698982
cg06957329	0.0145083115143575	MRPS23	17	55927468
cg06958034	0.0121970957631891	KDM1A	1	23346203
cg06958211	0.751019347971581	PAK6	15	40532180
cg06958537	NA	ETS2	21	40176950
cg06958829	0.754765210521162	ACSF2;CHAD	17	48546118
cg06959635	0.771327541614296	MCF2	X	138724627
cg06960698	0.266168499709995	FGF14	13	103054846
cg06963844	0.0182503393423404	FBXO6	1	11724238
cg06971096	0.717475425756336	PTPRN	2	220173591
cg06973652	0.929101226539603	BRCA1;NBR2	17	41278622
cg06973760	0.0192071365682303	NFATC1	18	77154869
cg06974755	0.0121138239954407	RALGDS	9	135996931
cg06975499	0.0222421482611805	EZH1	17	40896881
cg06975739	0.106267446794088	NA	NA	0
cg06976977	0.028220938901177	COX18	4	73935744
cg06979034	0.0414131113805897	NA	NA	0
cg06980053	0.558496931402537	RASSF1	3	50375674
cg06980380	NA	DTNB	2	25896925
cg06980460	0.909891714899411	FOLH1	11	49230548
cg06981182	0.041702666346136	RNLS	10	90343208
cg06981910	NA	C7orf45	7	129847046
cg06983551	0.0913864434578982	BUB1	2	111435583
cg06985415	0.836560576202124	JAKMIP3	10	133955411
cg06987504	0.0339069037408774	EIF3E	8	109261215
cg06990298	0.0107155627918746	RASD1	17	17399700
cg06990379	0.00871037107722351	DPYD	1	98386209
cg06992027	0.0133851963816478	TAGLN2	1	159895302
cg06993413	0.0406193215258627	DPP8	15	65810204
cg06994747	0.0592218016684712	ADAMTS10	19	8675639
cg06994793	0.0143241178473088	TMCO6	5	140018911
cg06995715	0.692679825465106	FOXL1	16	86612590
cg06999776	0.0552993903942344	SEMA4F	2	74881146
cg07000551	0.00884779427624978	BMF	15	40401297
cg07000785	0.0256786336081142	GADD45A	1	68150823
cg07000831	0.0114124822776372	SETDB2;CAB39L	13	50018514
cg07003563	0.037020048395523	CAPZA1;ST7L	1	113161334
cg07004820	0.0155656785870208	TGFA	2	70780451
cg07005513	0.321557941952147	FADS2	11	61595956
cg07005767	0.804984901231128	ABRA	8	107782538
cg07006042	0.024001017286275	ATP1B3	3	141595655
cg07006526	0.00840975494844258	SMTN	22	31477053
cg07007400	0.53079621816407	KRT7	12	52626831
cg07008350	0.884099264315946	NA	NA	0
cg07008386	0.349049232506483	PLCB1	20	8113630
cg07009002	0.0376284154449438	MB	22	36019632
cg07011110	0.738452874062315	BTN1A1	6	26500482
cg07011445	0.00796349160715071	NSMCE4A	10	123734712
cg07013734	0.296599984769	TRPC6	11	101454683
cg07014174	0.467235829177896	KRTAP11-1	21	32253760
cg07015079	0.122698686511136	ANKRD35	1	145549441
cg07015629	0.64042794824968	ERBB4	2	213403212
cg07016325	0.0100587101835364	PAPOLA	14	96968745
cg07017374	0.458293616297278	FLT3	13	28674451
cg07017477	0.0569767175071202	THEM4	1	151882157
cg07017706	0.651645031454595	KRT73	12	53013331
cg07018708	NA	PLAGL1	6	144334983
cg07020407	0.00999554921730667	PDCD6	5	271807
cg07020962	0.0210619317612816	MAPRE2	18	32621292
cg07022477	NA	HIF3A	19	46798869
cg07022885	0.0123798078047627	KIAA0652;HARBI1	11	46638638
cg07026910	0.868663910989275	INPP5D	2	234070710
cg07027075	0.0477298463163798	LIAS;RPL9	4	39461721
cg07027513	0.0224950728523252	B4GALT6	18	29265840
cg07027685	0.0294328624278573	IARS;SNORA84	9	95055737
cg07028533	0.360863012610997	CNTNAP2	7	145813439
cg07028869	0.0832098371367914	DNAJC22	12	49741164
cg07029998	0.0360697115686376	MTOR	1	11322191
cg07031532	0.0189543504442253	OAZ2	15	64995684
cg07031996	0.0629840532094252	MTF1	1	38324738
cg07033083	0.0762245835379403	NA	NA	0
cg07034269	0.0249349721538651	UGGT1	2	128848528
cg07034561	0.0152925188574742	RSPH1	21	43916159
cg07035740	NA	EIF4E1B;SNCB	5	176057740
cg07036530	NA	GPR26	10	125425262
cg07036775	0.0128496948289622	ANKRD34A;POLR3GL	1	145470395
cg07038400	0.361465923927105	PPP2R3A	3	135684163
cg07038617	0.010815915511662	ABCF2	7	150924392
cg07038887	0.00970060010561705	BLMH	17	28618554
cg07039113	NA	S100A9	1	153329013
cg07039362	0.591538979405361	CES7	16	55908870
cg07042144	0.692456161393897	NLRP12	19	54327404
cg07043494	NA	HRH1	3	11293681
cg07044282	0.680206308276774	ANGPTL1;RALGPS2	1	178840137
cg07047653	0.878650144456515	AQP2	12	50344626
cg07048066	0.0233614867892409	FAM13B	5	137368956
cg07048351	0.0102210234222042	NA	NA	0
cg07049929	0.030780779565013	ABCD4	14	74769676
cg07050831	0.0606022361056669	C7orf55	7	139025240
cg07051140	0.0145273658044727	AGXT2L2	5	177659229
cg07051960	0.403071245257327	ATP1A3	19	42499619
cg07052087	0.0106425577807597	NA	NA	0
cg07052387	0.0153994610970681	HIF1A	14	62161848
cg07052880	0.894314807057628	ATP6V1B1	2	71161697
cg07053469	0.0637163545566743	EID2B	19	40023281
cg07054095	0.387849472046022	ZNF549	19	58038856
cg07054526	0.945702927309125	BRCA1	17	41272508
cg07054641	0.648504152735922	WDR52	3	113160554
cg07054788	0.0133503357968517	RPL5	1	93297504
cg07056057	0.83412294178964	DYNLL2	17	56159620
cg07057831	NA	STX2	12	131323042
cg07059052	0.0248084105454996	TCEB2	16	2828302
cg07059360	0.335410722845452	POLR3D	8	22102032
cg07059403	0.0157560652397116	C6orf70;TCTE3	6	170151533
cg07059875	0.0515230506198711	EPCAM	2	47596073
cg07060572	0.0174166504501223	MAML2	11	96076205
cg07061145	0.896917456597895	DNAJA4	15	78556178
cg07061913	0.0183554022281728	DNAJC9	10	75006462
cg07063745	0.0481638860774934	LANCL1;CPS1	2	211341572
cg07064406	0.94195509159516	YWHAB	20	43513064
cg07065941	0.0391580672333721	KLF10	8	103667760
cg07066326	NA	CHID1	11	910094
cg07067241	0.035490620923522	TRPC1	3	142442711
cg07068616	0.0125196243182737	ORC5L	7	103848319
cg07068998	0.0256542291734739	NRAS;CSDE1	1	115259668
cg07070694	NA	ZFYVE1	14	73493830
cg07070934	0.504767032777108	GJA4	1	35258435
cg07070940	0.0213303462745906	HDHD1A	X	7065614
cg07071881	0.0180025534551269	FBXO7	22	32871139
cg07072140	0.0112380389932238	NANP	20	25603976
cg07072643	0.831214629200014	EMR3	19	14785593
cg07073964	0.681390863247381		19	698371
cg07074571	0.408827572414168	AGPAT4	6	161695561
cg07075930	0.257977190026706	PTPRM	18	7567717
cg07076342	0.0111114561723726	KLHDC3;MEA1	6	42981435
cg07077459	0.684830408484335	HYMAI;PLAGL1	6	144329052
cg07078114	NA	FAM69B	9	139606202
cg07080007	0.0164548752878124	RPL27	17	41150154
cg07080358	0.734031181535322	CNRIP1	2	68546507
cg07080946	0.893330884532983	LUC7L	16	280046
cg07081888	0.967943674106383	NA	NA	0
cg07082331	0.0421038369726724	NA	NA	0
cg07084161	0.0145800674888615	NBN	8	90996382
cg07084163	0.64407723266889	UGT3A2	5	36066783
cg07084709	NA	GCOM1	15	57883511
cg07084746	0.877652048315534	C3orf27	3	128294647
cg07085271	0.718310773345625	NA	NA	0
cg07086380	0.810999687118442	TNFAIP8	5	118691033
cg07086898	0.0126626862059826	PDCD11;USMG5	10	105155966
cg07090813	0.0729811038182017	PHGDH	1	120254330
cg07091552	0.875558469635947	UCP3	11	73721170
cg07091958	0.0140945128027685	RTF1	15	41709524
cg07092725	NA	KCNH5	14	63568796
cg07093046	0.0115660689886426	MTR	1	236958653
cg07093661	0.942270505187019		19	49434074
cg07097098	NA	PTPRH	19	55721638
cg07098866	0.316373177658526	NA	NA	0
cg07099407	0.0402178299656552	KLC4;MRPL2	6	43027930
cg07099627	0.0139357298526591	LPPR2	19	11466020
cg07102705	0.230880317555296	HTR4	5	148033896
cg07103493	0.603969407252433	SLC27A6	5	128301232
cg07103819	0.0123747829726668	DGAT1	8	145550365
cg07104706	0.695602662301926	SLITRK1	13	84456127
cg07105440	0.00983896283853725	CISH	3	50648946
cg07107453	0.0952406095406045	IFI44	1	79114976
cg07109287	0.288303718576797	NA	NA	0
cg07109670	0.0151731262560152	WDR67	8	124085299
cg07109801	0.254032955051855	MIR425;DALRD3;NDUFAF3	3	49057661
cg07112154	0.0640597324042916	MPP2	17	41985074
cg07112210	0.556903713347751	MGAT5B	17	74864065
cg07113600	0.0153454656538076	KLF12	13	74708194
cg07114024	NA	BAHD1	15	40733806
cg07114894	0.0330077283423878	ZNF23	16	71495698
cg07115304	0.0137664483172381	TRIB3	20	361903
cg07115558	0.0793492698946033	TLE2	19	3029503
cg07115820	0.491570008963779	EPX	17	56270249
cg07117700	0.945695041136662	PSMC5;FTSJ3	17	61903327
cg07118243	0.010588905463808	CCDC41;LOC144486	12	94853994
cg07118638	0.0234047132832481	ERI1	8	8860201
cg07122126	0.203091102973657	ZNF8	19	58790422
cg07122495	0.0164256094913637	NA	NA	0
cg07123069	0.610543297260855	HOXC11	12	54367250
cg07123548	0.781082543147016	HIPK4	19	40896163
cg07125009	0.0125878938019234	ZNF689	16	30621667
cg07125123	0.0442881905524564	RRM2B	8	103251646
cg07125166	0.844988830892167	FBXW12	3	48413613
cg07125991	0.0115270412740823	PLBD2	12	113796636
cg07126559	0.631705558790904	SGCG	13	23754937
cg07126839	0.0140629133639618	FAM100B	17	74261637
cg07127225	0.0258297209293158	FCGRT	19	50016538
cg07127957	0.909462583336696	SYNPO2L	10	75411571
cg07128330	0.0144373490680883	ITFG2	12	2921958
cg07129274	0.0248521296533027	NA	NA	0
cg07131544	0.569349136770748	NCR2	6	41303030
cg07132517	0.00992888393537344	TSPAN4;POLR2L	11	842517
cg07133445	0.0164812088498463	SOLH;C16orf10	16	578352
cg07136161	0.894822328750297	NA	NA	0
cg07136254	0.445530399393528	HFE2	1	145412774
cg07136421	0.895016151345589	NA	NA	0
cg07137581	0.0535614017682713	FAM123B	X	63425776
cg07138512	0.112090387528484	RAP1GAP	1	21996317
cg07139440	0.56066576048411	CDC42SE1;MLLT11	1	151030981
cg07141002	0.260562032646776	H1F0	22	38201690
cg07142319	NA	PLA2G2D	1	20446657
cg07143898	0.126757914878315	SLIT1	10	98945300
cg07146718	0.748550781252124	FGF13	X	137820752
cg07147350	0.326689472704189	ASFMR1;FMR1	X	146992908
cg07148914	0.0121913275361033	GGT7	20	33460835
cg07149772	0.0256000829773453	KCTD9	8	25314972
cg07150830	0.357965357656253	NOS2	17	26127542
cg07152925	0.292353321422644	S100B	21	48024683
cg07153965	NA	ACRV1	11	125552087
cg07154408	0.064419810429805	PDE5A	4	120549556
cg07155664	0.0147968455517926	RPS14	5	149829590
cg07156669	0.685444427322917	CPD	17	28705245
cg07158339	NA	FXN	9	71650237
cg07159490	0.0187805166494266	NXPH4	12	57610078
cg07160163	0.00928880316387792	SYK	9	93563778
cg07163603	NA	HLA-A	6	29910051
cg07165793	0.0206736229550385	SYNRG	17	35969650
cg07168556	0.614627428578126	WFIKKN2	17	48912483
cg07172256	0.0111736160922799	ERBB2IP	5	65220910
cg07172280	0.0193381494047218	DPP7	9	140009455
cg07173760	0.46980347950295	CLC	19	40229266
cg07175007	NA	UHMK1	1	162467185
cg07175883	0.125284163374412	HOXD13	2	176957908
cg07177300	0.238920036759975	FRMPD4	X	12156499
cg07177755	0.0179504208474243	ERCC5	13	103498027
cg07177852	0.0226616507078024	CCDC68	18	52626476
cg07179770	0.0229754954144096	KLHL36	16	84681994
cg07180649	NA	WNT4	1	22470290
cg07181349	0.370319173976892	NA	NA	0
cg07181881	0.0568062516009538	KLHL23	2	170591239
cg07184439	0.0114976317204612	RPL36AL;MGAT2	14	50087799
cg07185695	0.438292345779101	MOSC1	1	220959586
cg07186138	0.0638835894439482	APOBEC3C	22	39410396
cg07186707	0.0471484572000199	PAK4	19	39616465
cg07189381	0.52769072550173	TNNT1	19	55660514
cg07190485	0.146039517515498	STOM	9	124132159
cg07190917	0.0159063899081953	STX4	16	31045100
cg07191600	0.131672278598081	TRERF1	6	42421243
cg07192857	0.0188134693470116	HSPA1B	6	31795181
cg07193504	NA	SRP9	1	225964856
cg07195282	0.0144814138509936	ZNF563	19	12444484
cg07195577	0.062281856079896	TLCD1	17	27052828
cg07195622	0.0205152465707786	SRRM2;LOC100128788	16	2803408
cg07196761	0.845937296361734	CHCHD8;PAAF1	11	73586776
cg07197059	0.607021430879504	EFS	14	23836012
cg07197823	0.0690047772317298	INHBB	2	121103050
cg07200280	0.0512837226686107	RFTN1	3	16554619
cg07200897	0.0340131089651196	DIRC2;HSPBAP1	3	122512821
cg07204803	NA	ARL13B	3	93698231
cg07207789	NA	CRISPLD2	16	84852909
cg07207937	0.0258468174777361	MRPL1	4	78783799
cg07209631	0.0239271676118628	PPM1K	4	89205728
cg07210490	0.0133608101972279	SMARCD1	12	50479634
cg07211259	0.0517599303722364	PDCD1LG2	9	5510497
cg07212894	0.205734255127578	SLC38A3	3	50243021
cg07214572	0.0434317543713991	LHX9	1	197881353
cg07215749	0.00992033859280403	SOCS2	12	93965475
cg07218192	0.0150715884045787	MPP5	14	67707706
cg07218880	0.137411605198688	UPF3A	13	115046279
cg07220442	0.018475277530066	NUP107	12	69080635
cg07220939	0.128990983767352	SLC22A12	11	64358617
cg07221454	0.445062732335988	MS4A10	11	60552841
cg07223164	0.0194589760808951	OSTC	4	109571402
cg07230446	0.0261447329475743	GIGYF2	2	233561722
cg07231132	0.0217043563549144	TMEM92	17	48350498
cg07232688	NA	LRRC39	1	100644688
cg07233761	0.232446653186008	ESM1	5	54281437
cg07236190	0.598749560092848	AMDHD1	12	96338038
cg07236358	0.0170641949664433	POP5	12	121019192
cg07236381	0.0169160786722842	NA	NA	0
cg07236769	0.279841160965505	NA	NA	0
cg07236943	0.0553314694818833	SGCE;PEG10	7	94284486
cg07237830	0.614019406561146	BSCL2;GNG3	11	62474725
cg07237939	0.104024917128426	SLC22A3	6	160769754
cg07238167	0.0586689785181059	NA	NA	0
cg07239938	0.295473203520032	ELANE	19	852813
cg07240721	0.0194812132731714	HINT3	6	126278255
cg07241568	0.451706187065206	ABO	9	136150823
cg07242375	0.125766281579314	PRICKLE3	X	49042556
cg07242414	0.0434938703292011	BMP1;SFTPC	8	22021845
cg07242565	0.0488038147403425	NR2F6	19	17356142
cg07243519	0.00998195915856534	UFM1	13	38924018
cg07243932	0.0106538520090312	SLC30A4;C15orf21	15	45814527
cg07246225	0.0535284264975737	ZEB2	2	145277659
cg07248043	0.0119576880961966	OSBPL11	3	125314337
cg07248310	0.0170744004049372	HOOK1	1	60280716
cg07248407	0.0115265318326674	MIR638;DNM2	19	10829176
cg07249409	0.00704298758565539	C1orf123	1	53686008
cg07251788	NA	CLTCL1	22	19280165
cg07251857	0.688399139134665	ALPK3	15	85360217
cg07253191	0.0814322723294174	PDHX;APIP	11	34936862
cg07256847	0.309679502846468	NA	NA	0
cg07258507	0.265043687979361	IL25	14	23842125
cg07259382	NA	MARCH1	4	164536228
cg07260017	0.66694291036163	CSF1R	5	149492480
cg07260592	0.650806136568985		6	161100122
cg07263984	0.00966109959451906	ATG12;AP3S1	5	115177777
cg07264679	NA	CD163	12	7657396
cg07265300	0.0333811988940053	PFN4;LOC375190	2	24346000
cg07265310	0.600152329922222	KRT78	12	53242922
cg07265622	0.0469012886906074	C17orf100;MED31	17	6554855
cg07267296	0.0258088041713988	INTS9;HMBOX1	8	28748995
cg07269146	NA	CCL21	9	34710657
cg07270175	0.0292648675756826	NOC3L	10	96123049
cg07271264	0.763938661723749	MYOD1	11	17740977
cg07271268	0.00862659961979719	KDM5A;CCDC77	12	498129
cg07273415	0.0159813288272158	TMEM138;CYBASC3	11	61130067
cg07274506	0.0111936793710076	TAS1R1;NOL9	1	6614341
cg07276902	0.0139926450787623	NA	NA	0
cg07278207	0.0124715306555939	DNAJC24;DCDC1	11	31391293
cg07278624	0.0528472563788786	TCP11L2	12	106696673
cg07281640	NA	IKBKAP;C9orf6	9	111695707
cg07281688	0.00722642777760052	PTGES3	12	57082442
cg07284407	0.750235481988036	GNAS	20	57429858
cg07284558	NA	STK32C	10	134122421
cg07285167	0.823786841071776	CSF3R	1	36948981
cg07285276	0.790615791286982	RAPGEF1	9	134613015
cg07285838	0.0443496166555973	C4orf29;MFSD8	4	128886005
cg07285953	0.940956812610244	CRYBA1	17	27572551
cg07288394	0.0314943030308508	C19orf12	19	30205772
cg07288587	0.0123836592571252	CSNK1G1	15	64648415
cg07289581	0.0161624499060272	MRPS35	12	27864261
cg07290273	0.0175721903582705	TMEM17	2	62733114
cg07290435	0.189598242477654	NA	NA	0
cg07291563	0.0108524220093749	GRWD1	19	48949441
cg07292816	0.902243867070265	EFCAB3	17	60457116
cg07293947	0.0247972485551869	SFXN1	5	174905244
cg07294541	0.0131106447599892	DEF6	6	35265555
cg07294734	0.25641672143891	ATP5D	19	1242323
cg07294774	0.0433517184490533	DIO2	14	80678613
cg07294870	0.0168856651793238	PIGT	20	44044586
cg07295034	0.0204881075989344	SMG1	16	18937261
cg07295092	0.0137695743229958	FPGS	9	130565376
cg07295678	0.606283592698254	DPYSL4	10	134000009
cg07296772	0.828855660055846	MDP1;CHMP4A	14	24683528
cg07297178	0.889072521874606	CEACAM7	19	42193084
cg07297906	0.405079389328585	GPC3	X	133119578
cg07299462	NA	MED8;C1orf84	1	43855490
cg07300408	0.809697594257829	RNASE12;RNASE11	14	21058360
cg07301004	0.0227410521146115	ARPC3	12	110887501
cg07301822	0.016447684522013	NA	NA	0
cg07306197	0.0127130385613479	ZNF266	19	9546377
cg07307078	0.236888271186558	TUBB6	18	12307630
cg07308943	0.0100732575431048	TRMT61B	2	29093510
cg07309102	0.0123874396356814	KLF4	9	110251826
cg07309361	0.00958636135085062	PCBP4	3	52001477
cg07309374	0.0481255715670229	PDIA5	3	122786091
cg07310661	NA	CUL3	2	225449833
cg07310951	0.511755599500037	PEG3;ZIM2	19	57350503
cg07311845	0.0434604033941436	TMLHE	X	154842736
cg07312445	0.012065688101753	NSUN7	4	40752151
cg07313155	NA	THRA	17	38218601
cg07314337	0.010837406193081	ARL6IP6;PRPF40A	2	153574424
cg07314414	0.0156377902028768	SAP130	2	128784923
cg07314549	0.0174047865515294	ERI2;LOC81691	16	20817501
cg07314984	0.0392205802421905	PHKA2	X	19003243
cg07315298	0.97836839900813	NA	NA	0
cg07315445	0.0118765535508182	MYL6	12	56551994
cg07318658	0.023403508215264	MTMR4	17	56594994
cg07321605	0.900683186907164	NA	NA	0
cg07322981	0.0139608821612269	RNF103	2	86850757
cg07326074	0.00847529287848999	C16orf59	16	2510388
cg07326586	NA	UBD	6	29528119
cg07327328	0.0191384688738615	CEP250	20	34042631
cg07327347	NA	AQP8	16	25228004
cg07327468	0.437553543991089	EYA4	6	133561765
cg07328495	0.0220564290944363	SMC2	9	106856765
cg07328579	0.0490200213740841	GLT8D2	12	104443770
cg07330329	0.0669099451291495	NA	NA	0
cg07330718	0.0194752068581405	HYOU1	11	118927777
cg07331725	0.964861776718902	SERPINB5	18	61157478
cg07331806	0.32389600842575	AIFM3	22	21319894
cg07334912	NA	DTD1	20	18569196
cg07336230	0.0734440158104499	KIF6	6	39693357
cg07337598	0.234122122019518	ANXA9	1	150953943
cg07338205	0.500646693769583	G6PC2	2	169757780
cg07339138	NA		3	42820274
cg07339327	0.963540395451309	NA	NA	0
cg07341907	0.0134174574490616	UNC13B	9	35161971
cg07342016	0.746069122524411	RAB33A	X	129306129
cg07342545	0.0153338494064371	FOSL2	2	28616193
cg07342901	0.921169857357051	H19;MIR675	11	2018724
cg07346310	0.0857134851945453	RBM24	6	17282354
cg07347137	0.0421532721496708	ZCCHC11	1	53019316
cg07347645	0.946325349850977	SYCP2	20	58507171
cg07347725	0.0242790875591793	MORN5;NDUFA8	9	124921437
cg07348311	0.0142355916342039	IFIH1	2	163174896
cg07349094	0.636929017746854	AFF3	2	100759014
cg07351267	0.661394648495986	LRP3	19	33684846
cg07352586	0.00963362373297358	KIAA1919	6	111580316
cg07352600	0.0185186731526623	C16orf70	16	67143525
cg07354209	0.169555533602507	NA	NA	0
cg07354440	0.74516107717092	NDUFS2;ADAMTS4	1	161168889
cg07355551	0.0325902187723382	ZNF343	20	2489285
cg07356189	0.988727411959035	TEX28;TKTL1	X	153523329
cg07356753	0.0121648337652359	GBE1	3	81810745
cg07356771	0.0174368913082384	IL17RB;CHDH	3	53879950
cg07357256	0.0153685184995871	MRPS26	20	3027028
cg07359545	0.470513257573256	GP1BB;SEPT5	22	19711327
cg07360076	NA	FGFR3	4	1794639
cg07360692	0.426929615357123	NA	NA	0
cg07361385	0.897663478570714	AHSG	3	186331026
cg07363637	0.366931115129888	SLC44A4	6	31846996
cg07364638	0.0127394972648031	NGRN	15	90808673
cg07364841	0.88114587289562	HGFAC	4	3444147
cg07366967	0.904837360111863	EXD2	14	69675438
cg07369274	0.555506353317214	NA	NA	0
cg07371290	0.0172489845481601	HDAC5	17	42200522
cg07371530	0.936181609231183	RPUSD1;CHTF18	16	839581
cg07373172	0.605445126018709	NA	NA	0
cg07374145	0.00600049390725683	ARRDC2	19	18111823
